name,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
Alex Ellis,00-0032864,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,11.0,0,0.0,0.0,11.0,4.0,0.0,-1.6276323597994633,0,1.4285714285714286,0.11402336402336402,0.03522967237450082,0.1956958166971966,0.0,1.1,4.1,3,0.038461538461538464,0.012585812356979404,0.011527377521613832,0.06776095757789122,0.01585014409221902,0.0,0.0,0.0,0.00792507204610951,0.012680115273775217,0.10576923076923077,0.01808079026283295
Alex Erickson,00-0032543,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,8,71.0,0,0.0,0.0,85.0,31.0,3.0,5.102090301865246,0,7.4837037037037035,0.22009668821489947,0.3281539996216735,0.5598528320575207,0.0,7.1000000000000005,13.100000000000001,6,0.0326530612244898,0.04899135446685879,0.041278295605858856,0.08817267541022172,0.04339853300733496,0.0,0.036585365853658534,0.03333333333333333,0.02169926650366748,0.03471882640586797,0.2897959183673469,0.025405321542161203
Alex Smith,00-0023436,2016,REG,328,489,3502.0,15,8.0,28.0,140.0,5,3,3296.0,1855.0,181.0,42.13984683601021,2,16.665320984516534,1.9296670646376153,48,134.0,5,2.0,1.0,9.0,0.904860140134133,0,1,1,3.0,0,0.0,0.0,0.0,3.0,0.0,-0.34790534479543567,0,0.0,0.04,0.0,0.06,0.0,223.78,224.78,15,0.001949317738791423,0.0,0.0015321756894790602,0.0029239766081871343,0.0008049369466058492,0.0,0.0,0.0,0.0004024684733029246,0.0006439495572846793,0.005847953216374269,0.17160350566464103
Alfred Blue,00-0031075,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,100,420.0,1,2.0,1.0,23.0,-9.725475721593792,0,12,16,40.0,0,0.0,0.0,31.0,28.0,1.0,-4.642557586632638,0,8.85021645021645,0.4458836407036801,0.11650147696440144,0.7503764949306011,0.0,50.0,62.0,14,0.03155818540433925,0.007335541883577852,0.023549201009251473,0.05320571161337116,0.013656538067599864,0.0,0.006896551724137931,0.006289308176100629,0.006828269033799932,0.010925230454079893,0.07889546351084813,0.060667736506321186
Alfred Morris,00-0029141,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,69,243.0,2,0.0,0.0,15.0,-3.1220692894478015,0,3,6,11.0,0,0.0,0.0,-13.0,11.0,0.0,-8.241801316107667,0,1.7857142857142858,0.20926771871539313,-0.11198716458798283,0.23551056286150174,0.0,37.400000000000006,40.400000000000006,13,0.015424164524421594,-0.0041814088131231905,0.007795889440113395,0.019791119736133837,0.0035110118097669966,0.0,0.0,0.0,0.0017555059048834983,0.0028088094478135976,0.028277634961439587,0.0339347512011558
Allen Hurns,00-0030821,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,35,76,477.0,3,1.0,0.0,749.0,211.0,23.0,-11.924849254552955,0,8.278668114303217,1.94385293257124,2.2084716737199637,4.461709570460835,0.0,65.7,100.7,11,0.17233560090702948,0.20248715869153824,0.17295081967213113,0.42049312831377483,0.17351764277919243,0.15,0.152317880794702,0.15204678362573099,0.1617588213895962,0.16881411422335396,1.0816326530612246,0.10647521569954323
Allen Robinson,00-0031428,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,73,151,883.0,6,1.0,0.0,1969.0,210.0,51.0,-16.236535311074466,1,7.225913347474592,3.870384002130811,6.193795405177991,10.14123278682081,0.0,126.30000000000001,199.3,16,0.24121405750798722,0.38195926285160037,0.11363636363636363,0.6673884965432612,0.22496815286624203,0.25,0.2463768115942029,0.24675324675324675,0.23748407643312103,0.22997452229299364,1.4105431309904153,0.14989470517448858
Alshon Jeffery,00-0029137,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,52,94,821.0,2,0.0,0.0,1270.0,199.0,41.0,-3.737622129617762,0,7.978036314006241,2.7625456473121575,4.162711934907732,7.057716825403649,0.0,94.10000000000001,146.1,12,0.2211764705882353,0.3261427837699024,0.15272448196469685,0.5926789328982749,0.25923586990843067,0.14285714285714285,0.25153374233128833,0.24293785310734464,0.20104650638278676,0.23596012449817313,1.931764705882353,0.14974171859626106
Amari Cooper,00-0031544,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-0.5050824384670705,0,83,132,1153.0,5,2.0,0.0,1287.0,436.0,47.0,32.32125299079852,2,16.716424857159865,3.553733133285153,4.323711930811667,8.357198051495896,0.0,149.3,232.3,16,0.2214765100671141,0.2801480191554201,0.2312997347480106,0.5563331804250072,0.27870437515107566,0.1724137931034483,0.23737373737373738,0.2290748898678414,0.22555908412726197,0.2574462587415502,1.9345637583892616,0.15139665532658142
Ameer Abdullah,00-0032104,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,101.0,0,0.0,0.0,6.0,1.2941225201939233,0,5,5,57.0,1,0.0,0.0,3.0,54.0,4.0,6.6349605491850525,0,19.0,0.13513513513513514,0.015706806282722512,0.21369746710060847,0.0,21.8,26.8,2,0.06329113924050633,0.005235602094240838,0.15517241379310345,0.09912519053615217,0.095,0.25,0.12903225806451613,0.14285714285714285,0.1725,0.126,0.7215189873417721,0.12623645784267545
Andre Ellington,00-0030287,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,34,96.0,0,0.0,0.0,4.0,-6.331384259683546,0,12,19,85.0,0,0.0,0.0,56.0,72.0,4.0,-2.164292855742488,0,3.5872549019607844,0.4589490434956528,0.14724548011774954,0.7914954013259039,0.0,18.1,30.1,13,0.03544776119402985,0.01107375914573858,0.049079754601226995,0.062030649107635644,0.02291722836344028,0.0,0.02072538860103627,0.01834862385321101,0.01145861418172014,0.018333782690752223,0.15858208955223882,0.023556849486601555
Andre Holmes,00-0028263,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,25,126.0,3,0.0,0.0,212.0,26.0,9.0,2.2180292589778565,0,4.873269106614128,0.6994386129276683,0.7822795455473146,1.5967536012746228,0.0,30.6,44.6,14,0.04716981132075472,0.051999018886436106,0.015691007845503924,0.11235393209028097,0.03458687894592369,0.13636363636363635,0.05056179775280899,0.06,0.08547525765478002,0.05494223042946622,0.23773584905660378,0.03318402999955358
Andre Johnson,00-0022044,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,23,85.0,2,0.0,0.0,268.0,15.0,4.0,-2.164626367666127,0,2.308297905412223,0.6992309858163517,0.8857919386148592,1.6689008357549289,0.0,20.5,29.5,6,0.11386138613861387,0.14814814814814814,0.028517110266159697,0.2893105977264393,0.06439393939393939,0.2222222222222222,0.06349206349206349,0.08333333333333333,0.1433080808080808,0.09595959595959597,0.4207920792079208,0.05953582240161453
Andre Roberts,00-0027691,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,25,188.0,1,0.0,0.0,359.0,63.0,9.0,6.5368645972131105,0,11.114582856707084,0.6999149817840735,1.3048695826404593,1.9632811805244317,2.0,36.8,50.8,13,0.052742616033755275,0.10342840679919331,0.03414634146341464,0.16185664948998757,0.05289814293753517,0.045454545454545456,0.04945054945054945,0.049019607843137254,0.04917634419604031,0.051409423440937234,0.39662447257383965,0.042816445560743724
Andre Williams,00-0031055,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,18,87.0,0,0.0,0.0,6.0,2.8954421872040257,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.8801077899988741,0,0.0,0.05405405405405406,0.0,0.08108108108108109,0.0,8.700000000000001,8.700000000000001,1,0.05263157894736842,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09823848238482386
Andrew Luck,00-0029668,2016,REG,346,545,4240.0,31,13.0,41.0,268.0,3,3,4471.0,1701.0,206.0,59.822693227136696,2,14.547950837377133,1.9077226842481103,64,341.0,2,3.0,2.0,20.0,6.073256997569448,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,307.7,307.7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21077652345462516
Andy Dalton,00-0027973,2016,REG,364,563,4206.0,18,8.0,41.0,264.0,4,1,4416.0,1820.0,204.0,63.68831079074759,0,15.88304212605391,2.0033303875642843,46,184.0,4,5.0,2.0,17.0,-0.06515380056225695,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,260.64,260.64,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18863172521603194
Andy Janovich,00-0032956,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,33.0,1,0.0,0.0,2.0,4.6320768252480775,0,5,7,44.0,0,0.0,0.0,23.0,34.0,4.0,0.4603805812075734,0,4.8730769230769235,0.22585201305402544,0.09898081004809896,0.4080645866147074,0.0,13.700000000000001,18.7,7,0.03070175438596491,0.012856344326439352,0.047752808988764044,0.05633770704009885,0.024971623155505107,0.0,0.04597701149425287,0.04040404040404041,0.012485811577752554,0.019977298524404087,0.19298245614035087,0.030496754623438465
Anquan Boldin,00-0022084,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,67,95,584.0,8,0.0,0.0,546.0,231.0,41.0,28.075428572933383,0,21.812186681750635,2.668356331875066,2.302213925970724,5.614084245992105,0.0,106.4,173.4,16,0.15993265993265993,0.12350147025559828,0.1037269869779973,0.33870016610346854,0.13496648948463139,0.3333333333333333,0.1889400921658986,0.2033195020746888,0.23414991140898234,0.17463985825437178,0.9831649831649831,0.1232602112625997
Anthony Fasano,00-0024268,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,14,83.0,2,0.0,0.0,105.0,38.0,6.0,6.908797946351115,0,25.489285714285714,0.4876942300855344,0.3526749368273595,0.9784138009074532,0.0,20.3,28.3,10,0.04516129032258064,0.033729521362030196,0.04628501827040195,0.09472555257349512,0.036499560246262094,0.09090909090909091,0.05660377358490566,0.0625,0.0637043255776765,0.04738146637882786,0.267741935483871,0.031223796284037254
Anthony Sherman,00-0028074,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,11.0,0,0.0,0.0,-3.0,7.0,0.0,-2.856095003313385,0,3.0,0.22096743835874272,-0.02065823063025507,0.31699039609693547,0.0,1.1,5.1,6,0.03550295857988166,-0.002506265664160401,0.009708737864077669,0.051249425338494164,0.008533747090768037,0.0,0.0,0.0,0.004266873545384018,0.00682699767261443,0.0650887573964497,0.010842758737987923
Antone Smith,00-0026855,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,10,47.0,0,2.0,1.0,1.0,-4.656307840079535,0,6,9,77.0,0,0.0,0.0,35.0,74.0,2.0,1.4516630722791888,0,-3.1228070175438596,0.2492816091954023,0.08115728900255753,0.4307325160948937,0.0,10.4,16.4,3,0.08181818181818182,0.03330161750713606,0.22560975609756098,0.14936856673298157,0.0980891719745223,0.0,0.045454545454545456,0.03773584905660377,0.04904458598726115,0.07847133757961784,0.7,0.05030674846625766
Antonio Andrews,00-0030789,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,15.0,0,0.0,0.0,0.0,1.0170555880758911,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306392614527086
Antonio Brown,00-0027793,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,9.0,0,0.0,0.0,1.0,-0.4948710391763598,0,106,154,1284.0,12,0.0,0.0,1584.0,434.0,64.0,51.578866171706046,0,13.391735833582226,4.1486629248244835,5.169543498614017,9.841674836266538,0.0,201.3,307.3,15,0.27549194991055453,0.33158886330332843,0.23146666666666665,0.6785090155084945,0.3131707317073171,0.4,0.3282051282051282,0.3377777777777778,0.3565853658536585,0.3305365853658537,2.29695885509839,0.21191641955727195
Antonio Gates,00-0021547,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,53,93,548.0,7,1.0,1.0,769.0,188.0,34.0,12.821653744635421,0,9.766388218897323,2.5962629893664375,2.5279264233746543,5.663942980411915,0.0,94.8,147.8,13,0.1987179487179487,0.19105590062111802,0.11612106238418778,0.4509216435738175,0.1567057477838147,0.25,0.19540229885057472,0.20297029702970298,0.20335287389190734,0.17536459822705175,1.170940170940171,0.1263917631565445
Antwon Blake,00-0029050,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-2.0,0,0.0,0.0,0.0,-2.894436652190052,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002098635886673662
Arian Foster,00-0026796,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,22,55.0,0,1.0,0.0,2.0,-9.533435419459945,0,6,10,78.0,0,0.0,0.0,39.0,68.0,2.0,-2.5148814754290774,0,7.357142857142858,0.36768518518518517,0.15809650416312912,0.6621953306919681,0.0,13.3,19.3,4,0.07633587786259542,0.03409090909090909,0.14049586776859505,0.1417765440666204,0.07580174927113703,0.0,0.044444444444444446,0.041666666666666664,0.037900874635568516,0.06064139941690963,0.5954198473282443,0.05357241991894743
Arrelious Benn,00-0027654,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,10,116.0,1,0.0,0.0,113.0,53.0,3.0,7.623646340507548,0,6.144318181818182,0.24878259089222543,0.31763046716179577,0.5955152133515952,0.0,17.6,22.6,7,0.03436426116838488,0.04747899159663865,0.0625,0.08952958502988825,0.061084781463928386,0.08333333333333333,0.030927835051546393,0.03669724770642202,0.07220905739863086,0.06553449183780938,0.39862542955326463,0.0363893987698451
Austin Hooper,00-0032392,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,19,27,271.0,3,0.0,0.0,275.0,66.0,16.0,19.276219698021155,0,15.41250570218312,0.8277816727521242,0.9028804470994987,1.8736888220978354,0.0,45.1,64.10000000000001,11,0.07458563535911603,0.08666876772770249,0.04049079754601227,0.18121346722083603,0.07734018264840183,0.11538461538461539,0.0975609756097561,0.1,0.09636239901650862,0.08494906919564454,0.7486187845303868,0.053458542524977906
Austin Seferian-Jenkins,00-0031418,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,20,154.0,1,0.0,0.0,186.0,28.0,9.0,4.995594394062567,0,7.019376627338192,0.5707233515020246,0.530971405537258,1.2277650111291174,0.0,21.400000000000002,34.4,9,0.06153846153846154,0.05807055885107711,0.03153153153153153,0.138764139388554,0.07209737827715355,0.09090909090909091,0.09473684210526316,0.09433962264150944,0.08150323459312223,0.07585972080354103,0.47384615384615386,0.051944914230490455
Ben Braunecker,00-0032661,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,41.0,0,0.0,0.0,39.0,7.0,2.0,-4.840856533439364,0,3.8790849673202614,0.14429510155316605,0.08435645124878022,0.2754921682038952,0.0,4.1000000000000005,8.100000000000001,3,0.048,0.029635258358662615,0.022222222222222223,0.0957082066869301,0.04601571268237935,0.0,0.04,0.03571428571428571,0.023007856341189674,0.03681257014590348,0.328,0.027547272479934704
Ben Koyack,00-0032139,2016,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,19,24,161.0,1,0.0,0.0,152.0,45.0,10.0,6.8731801609974355,0,11.272536378213372,0.6131458617172902,0.47392982707663156,1.2514696715295774,0.0,22.1,41.1,9,0.06876790830945559,0.054441260744985676,0.043731778425655975,0.14670487106017194,0.07644824311490978,0.07692307692307693,0.08547008547008547,0.08461538461538462,0.07668566001899335,0.0765432098765432,0.46131805157593125,0.05513522215067611
Ben Roethlisberger,00-0022924,2016,REG,328,509,3819.0,29,13.0,17.0,141.0,6,2,4412.0,1741.0,184.0,86.4211359282757,3,12.852041386683917,2.033112151294057,16,14.0,1,2.0,0.0,3.0,-4.134385501150973,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,252.16,252.16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18481925591486115
