name,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
DaeSean Hamilton,00-0034370,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,52,297.0,1,0.0,0.0,423.0,128.0,19.0,-0.8636451125318114,0,9.747329708421264,1.5965507124533493,1.959313896324486,3.7663457961071645,0.0,35.7,63.7,12,0.13164556962025317,0.15545755237045203,0.09899458623356536,0.3218343963267414,0.11715976331360947,0.08333333333333333,0.14960629921259844,0.14388489208633093,0.10024654832347141,0.11039447731755425,0.7518987341772152,0.07476525821596244
Dak Prescott,00-0033077,2019,REG,388,596,4902.0,30,11.0,23.0,151.0,4,2,5613.0,1880.0,229.0,124.53103917602378,1,15.23896719646261,2.255387153962143,52,277.0,3,2.0,0.0,19.0,16.779960979924862,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,337.78000000000003,337.78000000000003,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20255699876467695
Dallas Goedert,00-0034351,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,58,87,607.0,5,2.0,2.0,500.0,334.0,33.0,8.64560102731973,0,17.984774033158487,2.3258433058882355,1.8553423003642735,4.787504569087344,0.0,86.7,144.7,15,0.15398230088495576,0.11148272017837235,0.19195402298850575,0.3201596274701315,0.15940126050420167,0.19230769230769232,0.16176470588235295,0.16521739130434782,0.17585447640594698,0.1659825468648998,1.0743362831858407,0.10283415771220647
Dalton Schultz,00-0034383,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,6.0,0,0.0,0.0,20.0,1.0,0.0,-0.35659165983088315,0,1.2,0.04836829836829837,0.048071389398565985,0.10620242013144374,0.0,0.6000000000000001,1.6,2,0.023809523809523808,0.024875621890547265,0.0055248618784530384,0.05561478322672353,0.011049723756906077,,0.0,0.0,,,0.07142857142857142,0.010170353419781338
Dalvin Cook,00-0033893,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,250,1135.0,13,3.0,2.0,60.0,5.277446347443999,0,53,63,519.0,0,1.0,0.0,-94.0,591.0,26.0,28.141524481610148,0,-58.86413043478261,2.3354402345225482,-0.4947802638018248,3.156814167122545,0.0,239.4,292.4,14,0.15254237288135594,-0.02982233502538071,0.3396551724137931,0.20495569130172933,0.14909508761850043,0.0,0.16352201257861634,0.14130434782608695,0.07454754380925022,0.11927607009480035,1.2566585956416465,0.22448446880709996
Dalyn Dawkins,00-0034654,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,26.0,0,0.0,0.0,2.0,-2.368717902514618,0,0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,-0.8812144100666046,0,0.0,0.04,0.008928571428571428,0.06625,0.0,2.6000000000000005,2.6000000000000005,2,0.01639344262295082,0.0036101083032490976,0.0,0.027478250577025506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01723452207344558
Damien Harris,00-0035657,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,12.0,0,0.0,0.0,0.0,-1.508874750288669,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012089462018940159
Damien Williams,00-0030874,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,111,498.0,5,1.0,1.0,22.0,-13.631632244668948,0,30,37,213.0,2,0.0,0.0,34.0,230.0,10.0,5.5975167460130715,0,14.646561771561771,1.1023491101515588,-0.06673744470472096,1.6068074539340333,0.0,111.1,141.1,11,0.09390862944162437,0.01039119804400978,0.14964216005204944,0.14917590259764438,0.06650015610365283,0.08695652173913043,0.07092198581560284,0.07317073170731707,0.07672833892139164,0.07059142923074835,0.5406091370558376,0.1306820286741007
Damiere Byrd,00-0031868,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,32,46,359.0,1,1.0,1.0,458.0,150.0,16.0,14.252060979080852,0,11.834072890903155,1.3964622402122402,1.958598545577623,3.4657123422226963,0.0,39.9,71.9,11,0.11948051948051948,0.15706447187928668,0.11801730920535011,0.30487235672420854,0.1385030864197531,0.07692307692307693,0.13445378151260504,0.12878787878787878,0.10771308167141501,0.12618708452041788,0.9324675324675324,0.0780774910954739
Damion Ratley,00-0034273,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12,24,200.0,1,0.0,0.0,307.0,47.0,11.0,11.012048862115186,0,6.63750196435587,0.7918398602957804,1.0780786173946513,1.9424148226199265,0.0,26.0,38.0,9,0.0821917808219178,0.11681887366818873,0.04339796860572484,0.2167427701674277,0.08956560680698612,0.08333333333333333,0.11224489795918367,0.10909090909090909,0.08644947007015973,0.08831915211225556,0.684931506849315,0.05287912944254265
Damion Willis,00-0035401,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,16,82.0,0,0.0,0.0,179.0,16.0,3.0,-1.4770113954728004,0,3.594296180010466,0.39749341177912606,0.641460073855853,1.0452621693677862,0.0,8.2,17.200000000000003,7,0.05818181818181818,0.09090909090909091,0.019300361881785282,0.16000000000000003,0.046723646723646726,0.0,0.036585365853658534,0.033707865168539325,0.023361823361823363,0.03737891737891738,0.29818181818181816,0.03198809745211084
Dan Arnold,00-0034011,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,14,127.0,2,0.0,0.0,182.0,29.0,6.0,7.740313614206413,0,2.9383899233296824,0.41250248459550787,0.6677769144083844,1.0861975669791308,0.0,24.700000000000003,32.7,5,0.08092485549132948,0.14241001564945227,0.03666245259165613,0.23531529575655602,0.0910394265232975,0.2222222222222222,0.09375,0.1095890410958904,0.15663082437275985,0.11727598566308245,0.7341040462427746,0.061408450704225355
Dan Vitale,00-0032794,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,0,0.0,0.0,0.0,-0.2976237563416362,0,7,12,97.0,0,0.0,0.0,82.0,56.0,3.0,2.754408454929944,0,13.583333333333334,0.3579557802190301,0.31674699089367964,0.7586565639541208,0.0,10.0,17.0,9,0.03821656050955414,0.03313131313131313,0.045639771801140996,0.08382989126938171,0.041630901287553645,0.0,0.028846153846153848,0.025423728813559324,0.020815450643776823,0.033304721030042915,0.3089171974522293,0.01994602839375807
Dane Cruikshank,00-0034389,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,30.0,0.0,0.0,-2.171806056809146,0,0.0,0.027777777777777776,0.0783289817232376,0.09649695387293297,0.0,0.0,0.0,1,0.02702702702702703,0.0783289817232376,0.0,0.10320372591913063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,00-0032098,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,11,72.0,1,0.0,0.0,111.0,21.0,4.0,-0.3656314937258971,0,2.223809523809524,0.3452570035328656,0.40856173254272365,0.803878718079205,0.0,13.2,20.2,6,0.05263157894736842,0.0589171974522293,0.03409090909090909,0.12608112638283608,0.05135520684736091,0.1,0.057971014492753624,0.06329113924050633,0.07567760342368046,0.06108416547788874,0.3444976076555024,0.04203254400932206
Daniel Jones,00-0035710,2019,REG,284,459,3027.0,24,12.0,38.0,295.0,12,8,3689.0,1395.0,140.0,-41.362857041037465,2,10.978576866804314,0.7932810394234457,45,279.0,2,5.0,2.0,21.0,16.20413619128367,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,216.98000000000002,216.98000000000002,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18591061758859417
Danny Amendola,00-0026035,2019,REG,1,1,19.0,1,0.0,0.0,0.0,0,0,14.0,5.0,1.0,1.9585355066228658,0,1.3571428571428572,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,62,97,678.0,1,0.0,0.0,855.0,207.0,36.0,14.556617957061468,0,12.20986025869251,2.6834422795639403,2.5352042008592486,5.799806359947384,0.0,78.56,140.56,15,0.18063314711359404,0.16927341120570183,0.14828080229226362,0.40636844963495256,0.1740246406570842,0.04,0.2011173184357542,0.18137254901960784,0.1070123203285421,0.14721971252566737,1.2625698324022345,0.10992070319220483
Dante Pettis,00-0034860,2019,REG,1,1,16.0,0,0.0,0.0,0.0,0,0,-4.0,20.0,1.0,1.241805540630594,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,24,109.0,2,0.0,0.0,189.0,23.0,7.0,-2.0465738077544637,0,4.84611908559277,0.8305910854297951,1.0450478219640844,1.9774201035195516,0.0,23.54,34.54,9,0.08791208791208792,0.10134048257372655,0.020444444444444446,0.2129405179271131,0.052657004830917876,0.14285714285714285,0.06363636363636363,0.07258064516129033,0.09775707384403036,0.07069703243616288,0.3992673992673993,0.04220430107526882
Dare Ogunbowale,00-0033854,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,11,17.0,2,0.0,0.0,3.0,-0.026809460460306855,0,35,46,286.0,0,1.0,1.0,121.0,207.0,14.0,-10.772453340484617,0,21.246316183816184,1.1661839151699553,0.3002797993317389,1.9594717322871502,0.0,40.300000000000004,75.3,16,0.07301587301587302,0.018635453565378098,0.10906217070600632,0.12443217237611201,0.0557831090306222,0.0,0.05737704918032787,0.05054151624548736,0.0278915545153111,0.04462648722449776,0.45396825396825397,0.046890178593668265
Darious Williams,00-0034203,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057284704983769336
Darius Jennings,00-0031972,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,5,17.0,0,0.0,0.0,77.0,14.0,2.0,-1.1199249636556488,0,1.5714285714285714,0.16779766286345232,0.22835287913940733,0.41154350969276365,0.0,1.7000000000000002,3.7,4,0.03875968992248062,0.0751953125,0.043478260869565216,0.11829578488372093,0.01905829596412556,0.0,0.04878048780487805,0.044444444444444446,0.00952914798206278,0.015246636771300448,0.13178294573643412,0.012755102040816329
Darius Slayton,00-0035535,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,48,84,740.0,8,0.0,0.0,1178.0,192.0,32.0,33.93021247128775,0,9.292812497311923,2.370560761386371,3.983065123177652,6.343986728303912,0.0,122.0,170.0,14,0.16342412451361868,0.27941176470588236,0.12291933418693982,0.4686655985351339,0.21160995138690306,0.2857142857142857,0.20382165605095542,0.21621621621621623,0.2486621185505944,0.2264308182523796,1.4396887159533074,0.13719856667850341
Darrel Williams,00-0034301,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,141.0,3,1.0,1.0,12.0,-10.2266951809288,0,15,19,167.0,1,0.0,0.0,21.0,179.0,7.0,5.514682412756069,0,-11.424845269672856,0.559761857144862,-0.0057013724242642155,0.8356518250203081,0.0,52.800000000000004,67.8,9,0.0581039755351682,0.007573025604038947,0.13674560733384264,0.09321438378598346,0.0668,0.0625,0.059322033898305086,0.05970149253731343,0.06465,0.06594,0.5107033639143731,0.07825484764542935
Darrell Daniels,00-0033258,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,4.0,0,0.0,0.0,22.0,0.0,1.0,0.3965417032595724,0,1.0,0.09859006734006734,0.11035194787317029,0.2251314645213202,0.0,0.4,1.4,3,0.031914893617021274,0.03464566929133858,0.0,0.07558887585860279,0.0074487895716946,0.0,0.04,0.03571428571428571,0.0037243947858473,0.00595903165735568,0.0425531914893617,0.006364214928629874
Darrell Henderson,00-0035664,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,39,147.0,0,0.0,0.0,10.0,-9.670510241383454,0,4,6,37.0,0,0.0,0.0,3.0,37.0,1.0,0.005215848097577691,0,-4.0,0.20964912280701753,0.006246799795186892,0.3188464440671572,0.0,18.400000000000002,22.400000000000002,7,0.022641509433962263,0.0015479876160990713,0.036345776031434185,0.035200654243822654,0.019270833333333334,0.0,0.011627906976744186,0.010526315789473684,0.009635416666666667,0.015416666666666669,0.13962264150943396,0.03542622173019137
Darren Fells,00-0029738,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,34,48,341.0,7,0.0,0.0,258.0,168.0,22.0,22.13220839204471,0,27.8212315741534,1.4442375743737133,0.9020017375327598,2.7977575778335018,0.0,76.10000000000001,110.10000000000001,15,0.0963855421686747,0.058186738836265225,0.10011918951132301,0.19112770432202425,0.08838776568170036,0.25925925925925924,0.11458333333333333,0.1324200913242009,0.1738235124704798,0.12256206439721215,0.6847389558232931,0.0793159092873815
Darren Sproles,00-0023564,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,66.0,0,0.0,0.0,3.0,-4.897604307479924,1,6,10,24.0,0,0.0,0.0,15.0,25.0,1.0,-4.460892850045248,0,-3.333333333333333,0.2555269789312342,0.051477912938618746,0.4193250074538845,0.0,11.0,17.0,6,0.045871559633027525,0.007991475759190196,0.04672897196261682,0.07520052005689344,0.01696113074204947,0.0,0.013888888888888888,0.012048192771084338,0.008480565371024734,0.013568904593639575,0.11009174311926606,0.03076366268548679
Darren Waller,00-0031610,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,5.0,0,0.0,0.0,0.0,-0.2824949699570425,0,90,117,1145.0,3,1.0,1.0,848.0,578.0,53.0,46.598194456749816,0,24.144423794404535,3.8085424308612676,4.264991772658393,8.698307887152776,0.0,131.0,221.0,16,0.2237093690248566,0.24459186616671474,0.2684626103111937,0.5312375464706567,0.27858880778588807,0.13636363636363635,0.27319587628865977,0.25925925925925924,0.2074762220747622,0.25014377350143774,2.1892925430210326,0.15789097663785095
Darrius Shepherd,00-0035181,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,1.0,0,0.0,0.0,8.0,3.0,0.0,-7.770364667579997,0,0.125,0.05263157894736842,0.021798365122615803,0.0942062240068837,0.0,0.1,1.1,1,0.05128205128205128,0.021505376344086023,0.03225806451612903,0.09412737799834575,0.0035335689045936395,0.0,0.0,0.0,0.0017667844522968198,0.002826855123674912,0.02564102564102564,0.011384806458290209
Darwin Thompson,00-0035148,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,37,128.0,1,0.0,0.0,9.0,-2.1294096508715437,0,9,10,43.0,0,0.0,0.0,-16.0,62.0,2.0,-1.0802593055705074,0,-4.071428571428572,0.27600824945362756,-0.09142329217320166,0.35001606965920024,0.0,23.1,32.1,10,0.027548209366391185,-0.005544005544005544,0.04076265614727153,0.036887109614382345,0.013733631427658896,0.0,0.014184397163120567,0.012269938650306749,0.006866815713829448,0.010986905142127117,0.1184573002754821,0.0301878985084733
Davante Adams,00-0031381,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,83,127,997.0,5,2.0,1.0,1270.0,388.0,54.0,48.3196861561113,1,10.23331988699804,3.688501820443154,4.136094905030974,8.428019164186413,0.0,129.70000000000002,212.70000000000002,12,0.29128440366972475,0.32622656049319293,0.2821818181818182,0.6979078538991415,0.3609703113685735,0.3125,0.391304347826087,0.38311688311688313,0.33673515568428675,0.35127624909485883,2.286697247706422,0.21198349578424924
David Blough,00-0035040,2019,REG,94,174,984.0,4,6.0,14.0,104.0,0,0,1484.0,329.0,47.0,-43.665677386931065,0,3.23466701473997,-0.1944317574112221,8,31.0,0,1.0,0.0,1.0,1.4897350555984303,0,1,1,19.0,1,0.0,0.0,14.0,5.0,1.0,1.9585355066228658,0,1.3571428571428572,0.034482758620689655,0.05363984674329502,0.089272030651341,0.0,54.36,55.36,5,0.005714285714285714,0.009345794392523364,0.014970059880239521,0.01604806408544726,0.018943170488534396,0.2,0.020833333333333332,0.03773584905660377,0.1094715852442672,0.05515453639082753,0.10857142857142857,0.16087411368127397
David Fales,00-0031076,2019,REG,0,0,0.0,0,0.0,1.0,7.0,0,0,0.0,0.0,0.0,-0.8420424275100231,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0
David Johnson,00-0032187,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,93,346.0,2,0.0,0.0,20.0,-12.948676199483838,0,36,47,370.0,4,1.0,1.0,181.0,226.0,17.0,0.8159687802590003,0,-39.29980842911877,1.3247840267720237,0.6088814126198713,2.4133930289919454,0.0,105.60000000000001,141.6,12,0.11270983213429256,0.055402509947964494,0.16051136363636365,0.21338675615981045,0.12798339674852993,0.2857142857142857,0.12408759124087591,0.1390728476821192,0.20684884123140782,0.1595295745416811,0.8872901678657075,0.13521255872579352
David Long,00-0035665,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,4.0,0.0,0.0,-3.5123928987886757,0,0.0,0.023809523809523808,0.013422818791946308,0.045110258868648126,0.0,0.0,0.0,1,0.023809523809523808,0.013422818791946308,0.0,0.04645254074784276,0.0,,0.0,0.0,,,0.0,0.0
David Montgomery,00-0035685,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,242,889.0,6,2.0,2.0,50.0,-41.120381760467446,0,25,35,185.0,1,0.0,0.0,94.0,156.0,7.0,-2.102560233250121,0,23.200379737221844,1.071698162641619,0.3343621328754181,1.8416007369752212,0.0,145.4,170.4,16,0.0603448275862069,0.020713970912296167,0.10143042912873862,0.10708841810914728,0.051777218024069406,0.05,0.03932584269662921,0.04040404040404041,0.05088860901203471,0.05142177441925553,0.31896551724137934,0.13730640924400897
David Moore,00-0033589,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,25.0,0,0.0,0.0,1.0,0.7256193186622113,0,17,34,301.0,2,1.0,1.0,482.0,128.0,14.0,6.597763384522345,0,9.448068730918632,1.1339270169892215,1.6291970059277863,2.8413284296332826,0.0,42.6,59.6,13,0.07816091954022988,0.11764705882352941,0.09295570079883805,0.21135902636916837,0.09041754280564734,0.08333333333333333,0.0880503144654088,0.08743169398907104,0.08687543806949033,0.08900070091118455,0.6919540229885057,0.04940482111475844
David Njoku,00-0033885,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,10,41.0,1,0.0,0.0,64.0,16.0,3.0,-7.068522455054335,0,1.102439024390244,0.3255083732057416,0.22060707898221704,0.6426875150961644,0.0,10.1,15.1,3,0.10309278350515463,0.07025246981339188,0.04081632653061224,0.21084115110844548,0.05112219451371571,0.5,0.09375,0.11764705882352941,0.27556109725685785,0.14089775561097256,0.422680412371134,0.06534533494893544
Dawson Knox,00-0035689,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,9.0,0,0.0,0.0,1.0,0.9092241413891315,0,28,50,388.0,2,0.0,0.0,455.0,144.0,15.0,7.829720851803923,0,14.035848477324027,1.704205077463576,1.6084442666763876,3.6822186028688355,0.0,51.7,79.7,15,0.10570824524312897,0.10388127853881278,0.10404624277456648,0.2416673906957437,0.11979005866008027,0.09523809523809523,0.09868421052631579,0.09826589595375723,0.10751407694908775,0.11487966597568328,0.8202959830866807,0.06633043709843871
De'Anthony Thomas,00-0031060,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,5.0,0,0.0,0.0,1.0,0.04707844671793282,0,1,2,6.0,0,0.0,0.0,-1.0,3.0,0.0,-0.24766006378922611,0,2.0,0.0512987012987013,-0.006042575019235701,0.07271824943458696,0.0,1.1,2.1,3,0.02,-0.0009596928982725527,0.0084985835694051,0.029232245681381958,0.007389162561576354,0.0,0.0,0.0,0.003694581280788177,0.005911330049261084,0.06,0.007766846660255937
De'Lance Turner,00-0034201,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,6.0,0,0.0,0.0,0.0,-1.5710397805087268,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004188189306156638
DeAndre Carter,00-0031763,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,14,162.0,0,0.0,0.0,151.0,57.0,6.0,7.207822197175119,0,5.7371882086167805,0.43039441275602797,0.6336272732198411,1.0891307103879309,0.0,16.200000000000003,27.200000000000003,5,0.08484848484848485,0.1166023166023166,0.11632653061224489,0.22055458055458058,0.14001728608470182,0.0,0.10344827586206896,0.09090909090909091,0.07000864304235091,0.11201382886776146,0.9818181818181818,0.06163886874546774
DeAndre Hopkins,00-0030564,2019,REG,1,2,6.0,1,1.0,0.0,0.0,0,0,9.0,6.0,1.0,-5.57848233851837,0,0.0,0.0,2,18.0,0,0.0,0.0,2.0,1.9760988071211614,0,104,150,1165.0,7,0.0,0.0,1517.0,387.0,68.0,58.856035606450185,1,12.617200015587443,4.678009919853033,5.4627709390957016,10.84095453714654,0.0,164.54000000000002,268.54,15,0.30120481927710846,0.34212900315741995,0.2306317044100119,0.7255104314415988,0.3019699326075687,0.25925925925925924,0.3541666666666667,0.3424657534246575,0.280614595933414,0.29342779793790685,2.3393574297188753,0.19345589718468142
DeAndre Washington,00-0032940,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,108,387.0,3,0.0,0.0,23.0,-16.50114152978369,0,36,41,292.0,0,0.0,0.0,54.0,246.0,10.0,5.508989474670984,0,11.030372405372404,1.2964027234585307,0.2909771883311307,2.1482881170195878,0.0,85.9,121.9,16,0.07839388145315487,0.015575425439861552,0.11425917324663261,0.13005116253162155,0.07104622871046229,0.0,0.05154639175257732,0.046296296296296294,0.035523114355231145,0.05683698296836984,0.5583173996175909,0.08709009073372866
DeAndrew White,00-0031511,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,9,51.0,0,0.0,0.0,133.0,28.0,3.0,-3.470974192896392,0,2.6657097288676237,0.20049641478212907,0.3669671679156773,0.5576216397141677,0.0,5.1000000000000005,9.1,3,0.06870229007633588,0.11971197119711971,0.06698564593301436,0.1988230120721996,0.0735930735930736,,0.08823529411764706,0.08823529411764706,,,0.3893129770992366,0.04744030862266708
DeSean Jackson,00-0026189,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,10,159.0,2,0.0,0.0,147.0,15.0,6.0,15.269081482605543,0,2.084507042253521,0.25641025641025644,0.4304958192612264,0.6859624580982431,0.0,27.9,36.9,2,0.1282051282051282,0.22755417956656346,0.06912442396313365,0.3743510359609431,0.28804347826086957,0.5,0.20689655172413793,0.24242424242424243,0.3940217391304348,0.33043478260869563,2.0384615384615383,0.17390894523517766
DeVante Parker,00-0031547,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,72,128,1202.0,9,0.0,0.0,1798.0,263.0,58.0,57.742184782092906,0,12.028698938940053,3.3578711433988753,5.361491463226445,8.789850739356824,0.0,174.2,246.2,16,0.208130081300813,0.3291231923851364,0.16635041113219481,0.5754936758593286,0.29196016516881224,0.4090909090909091,0.2761904761904762,0.28879310344827586,0.3505255371298607,0.31538631395323163,1.9544715447154473,0.18900950421471235
