name,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
Adrian Peterson,00-0025394,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,38,98.0,2,1.0,0.0,6.0,-9.86462577158818,0,4,4,8.0,0,0.0,0.0,-11.0,19.0,0.0,-1.2776449784869328,0,-5.083333333333333,0.1147142617730853,-0.08835515317975419,0.11022278543380003,0.0,22.6,26.6,4,0.027972027972027972,-0.01167728237791932,0.042316258351893093,0.032616216055706505,0.008791208791208791,0.0,0.0,0.0,0.004395604395604396,0.007032967032967033,0.055944055944055944,0.07897862232779097
Albert Okwuegbunam,00-0036423,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,33,40,330.0,2,1.0,1.0,226.0,245.0,15.0,13.59948683515599,0,33.920833333333334,1.4037014905429228,0.9851897551829862,2.7951850644424745,0.0,43.0,76.0,13,0.10101010101010101,0.06894447834045149,0.17779390420899854,0.20667073418751272,0.11502265597769258,0.15384615384615385,0.11811023622047244,0.12142857142857143,0.1344344049119232,0.12278735555138484,0.8333333333333334,0.07508694277584571
Albert Wilson,00-0030669,2021,REG,0,1,0.0,0,0.0,1.0,1.0,0,0,5.0,0.0,0.0,-2.053532929508947,0,0.0,0.0,4,17.0,0,0.0,0.0,1.0,-0.7126807951135561,0,25,39,213.0,0,0.0,0.0,210.0,143.0,10.0,-5.400652059959029,0,10.88855852685902,1.1064503726795498,0.7618915147819423,2.192999619366684,0.0,23.000000000000004,48.0,10,0.10803324099722991,0.08024455483377914,0.13697318007662834,0.2262455053628682,0.08736669401148482,0.0,0.08,0.07246376811594203,0.04368334700574241,0.06989335520918787,0.590027700831025,0.0582934589881227
Alec Ingold,00-0035125,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0,0.0,0.0,1.0,0.2826023437664844,0,10,12,85.0,1,0.0,0.0,56.0,46.0,4.0,3.788193756446218,0,11.383333333333333,0.29299102466621646,0.20862578401769416,0.5855245858117106,0.0,14.6,24.6,7,0.04316546762589928,0.024486226497595104,0.04185623293903549,0.08433718263692501,0.03506600660066007,0.07692307692307693,0.0380952380952381,0.0423728813559322,0.055994541761868494,0.043437420665143445,0.3057553956834532,0.03271450609074951
Alex Bachman,00-0035602,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-3.0,0,0.0,0.0,0.0,-3.7918562218546867,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.30000000000000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0070060719290051384
Alex Collins,00-0032426,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,108,411.0,2,0.0,0.0,22.0,-12.090981805406045,0,9,10,87.0,0,1.0,1.0,2.0,96.0,3.0,-1.4314415454573464,0,15.4,0.3638368740766873,0.012008646388637861,0.5541613635870775,0.0,59.800000000000004,68.8,11,0.031055900621118012,0.000676132521974307,0.08347826086956522,0.04712475694925646,0.03453751488685986,0.0,0.02912621359223301,0.025423728813559324,0.01726875744342993,0.02763001190948789,0.2701863354037267,0.07856033616515941
Alex Erickson,00-0032543,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,55.0,0,0.0,0.0,33.0,30.0,2.0,1.9176059016608633,0,6.558441558441558,0.11145793441367335,0.10144884351747699,0.2382010920827439,0.0,5.5,8.5,4,0.026490066225165563,0.023605150214592276,0.07692307692307693,0.05861921950942217,0.05844845908607864,0.0,0.05263157894736842,0.05128205128205128,0.02922422954303932,0.04675876726886291,0.36423841059602646,0.030759209669248024
Alexander Armah,00-0033296,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,21.0,0,0.0,0.0,4.0,0.4724708115682006,0,1,1,1.0,1,0.0,0.0,0.0,1.0,1.0,1.315868472243892,0,0.0,0.02857142857142857,0.0,0.04285714285714286,0.0,8.2,9.2,5,0.006097560975609756,0.0,0.0018484288354898336,0.009146341463414635,0.0009242144177449168,0.125,0.016666666666666666,0.029411764705882353,0.06296210720887246,0.025739371534195934,0.006097560975609756,0.021791652849495472
Alexander Mattison,00-0034972,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,134,491.0,3,1.0,1.0,28.0,-25.048398856713902,0,32,39,228.0,1,0.0,0.0,3.0,238.0,10.0,-2.7079422143603007,0,-11.476190476190478,1.1393815960080582,-0.008321326546580202,1.703247465429481,0.0,93.9,125.9,16,0.06724137931034482,0.0006580390436499232,0.12434691745036573,0.10138850020043717,0.05225762090304836,0.03125,0.050761421319796954,0.048034934497816595,0.04175381045152418,0.04805609672243869,0.3931034482758621,0.08140331820356649
Allen Lazard,00-0034521,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,32.0,0,0.0,0.0,2.0,2.7569728402304463,0,40,60,513.0,8,0.0,0.0,647.0,174.0,28.0,36.58736934207987,0,13.629528041527154,1.7831693014449181,2.670913977959044,4.544393736738708,0.0,102.5,142.5,14,0.12096774193548387,0.16615305598356445,0.09034267912772585,0.31437405769007737,0.1385737439222042,0.27586206896551724,0.14507772020725387,0.16216216216216217,0.20721790644386073,0.16603140893086682,1.034274193548387,0.10594165402801321
Allen Robinson,00-0031428,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,38,66,410.0,1,0.0,0.0,755.0,92.0,22.0,8.681412072468035,1,7.207398136076109,2.3957352932076694,3.3255233099413513,5.92146925677045,0.0,49.0,87.0,12,0.1864406779661017,0.25116433799068527,0.09603340292275574,0.4805924873417008,0.1802990325417766,0.1111111111111111,0.1981981981981982,0.19166666666666668,0.14570507182644385,0.16646144825564352,1.1581920903954803,0.10562610786003934
Alvin Kamara,00-0033906,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,240,898.0,4,0.0,0.0,42.0,-39.5228313004611,0,47,67,439.0,5,0.0,0.0,77.0,437.0,20.0,10.802413816069686,0,36.38333333333333,2.6442744996549346,0.41214829843745393,4.254915558388619,0.0,187.7,234.70000000000002,13,0.1876750700280112,0.028795811518324606,0.3561532192339038,0.3045492542566765,0.1765178930438279,0.23809523809523808,0.16393442622950818,0.17482517482517482,0.20730656556953297,0.18883336205410994,1.2296918767507004,0.24094530223390276
Amani Hooker,00-0035632,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0.0,0.0,4.0,2.0,1.0,3.0622718997765332,0,1.5,0.027777777777777776,0.014598540145985401,0.051885644768856445,0.0,0.6000000000000001,1.6,1,0.027777777777777776,0.014598540145985401,0.024691358024691357,0.053345498783454987,0.027522935779816515,0.0,0.08333333333333333,0.07692307692307693,0.013761467889908258,0.022018348623853212,0.16666666666666666,0.02249718785151856
Amari Cooper,00-0031544,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,68,104,865.0,8,1.0,0.0,1152.0,229.0,45.0,48.26934522552408,0,13.02106232241102,2.7641756857202484,3.86066914567734,6.848731930554511,0.0,134.5,202.5,15,0.1867145421903052,0.2594594594594595,0.11707566462167689,0.4876393808530254,0.19784995425434584,0.21052631578947367,0.20361990950226244,0.20463320463320464,0.20418813502190974,0.20038522656137142,1.5529622980251347,0.12277340576459032
Amari Rodgers,00-0036991,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,11.0,0,0.0,0.0,1.0,0.9566852189600468,0,4,8,45.0,0,0.0,0.0,40.0,24.0,2.0,-3.6028147013671123,0,17.345238095238095,0.24935064935064935,0.18110585038033963,0.5008000692922117,0.0,5.6000000000000005,9.600000000000001,4,0.06153846153846154,0.04419889502762431,0.045283018867924525,0.12766680832979177,0.0528169014084507,0.0,0.045454545454545456,0.0392156862745098,0.02640845070422535,0.04225352112676056,0.34615384615384615,0.029332681495966764
Ameer Abdullah,00-0032104,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,51,166.0,0,0.0,0.0,8.0,-10.994161704570974,0,38,53,289.0,1,0.0,0.0,43.0,294.0,13.0,-6.715099529536824,0,-11.829730661495368,1.5943796204898795,0.06935697632443423,2.4401193141619233,0.0,51.5,89.5,15,0.10037878787878787,0.012126339537507051,0.18631178707224336,0.16026925344818746,0.08859595340282035,0.058823529411764705,0.08280254777070063,0.08045977011494253,0.07370974140729253,0.08264146860460922,0.5473484848484849,0.07806503384271858
Amon-Ra St. Brown,00-0036963,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,61.0,1,0.0,0.0,2.0,5.091692552311541,0,90,119,912.0,5,0.0,0.0,831.0,424.0,48.0,51.13064180432879,2,23.621086423375747,3.6549974235459413,3.605180746603814,8.006122657941582,0.0,137.3,227.3,16,0.21402877697841727,0.22817133443163098,0.22362869198312235,0.5035802330129306,0.2534037232564601,0.22727272727272727,0.26373626373626374,0.25980392156862747,0.2403382252645937,0.24817752405971355,1.6402877697841727,0.17196767945769278
Andre Roberts,00-0027691,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,19.0,0,0.0,0.0,0.0,0.760434927069582,0,1,2,35.0,0,0.0,0.0,29.0,16.0,1.0,-0.8368861800990999,0,1.206896551724138,0.07142857142857142,0.11553784860557768,0.1880193511667615,1.0,11.4,12.4,5,0.011235955056179775,0.023500810372771474,0.021220159151193633,0.03565458088248684,0.024339360222531293,0.0,0.013888888888888888,0.012048192771084338,0.012169680111265646,0.019471488178025034,0.19662921348314608,0.02288160614112784
Andrew Wingard,00-0035378,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4.0,0,0.0,0.0,1.0,2.795739645138383,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0048543689320388345
Andy Dalton,00-0027973,2021,REG,149,236,1515.0,8,9.0,18.0,143.0,1,1,1643.0,752.0,83.0,-31.21305377452016,2,8.755591810798045,0.4744862034357162,16,76.0,0,0.0,0.0,2.0,-0.7613289881432483,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,84.2,84.2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13704427083333331
Andy Isabella,00-0035527,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,13.0,0,0.0,0.0,6.0,7.0,1.0,0.8104088391410187,0,2.1666666666666665,0.020833333333333332,0.0189873417721519,0.04454113924050633,0.0,1.3,2.3,1,0.02,0.01791044776119403,0.041176470588235294,0.044328358208955226,0.04153354632587859,0.0,0.0625,0.058823529411764705,0.020766773162939296,0.033226837060702875,0.26,0.02518615856329391
Andy Janovich,00-0032956,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,1,0.0,0.0,1.0,0.42095425742445514,0,3,4,9.0,0,0.0,0.0,9.0,4.0,1.0,0.18947797687724233,1,4.5,0.12485065710872162,0.03155417093059051,0.20936390531449578,0.0,8.9,11.9,5,0.02666666666666667,0.006933744221879815,0.007168458781362007,0.045546995377503854,0.008174386920980926,0.0,0.017241379310344827,0.015873015873015872,0.004087193460490463,0.0065395095367847406,0.06,0.02805016028663021
Andy Lee,00-0022824,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,1.0,0.0,0.0,-2.512074172787834,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Firkser,00-0033455,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,34,43,291.0,2,1.0,1.0,250.0,111.0,15.0,10.048556437280958,0,23.826921087934515,1.3947413837329803,1.0577849500302454,2.832561540620642,0.0,39.1,73.10000000000001,15,0.09188034188034189,0.07295010213014298,0.07133676092544987,0.19618059452462722,0.09090909090909091,0.1,0.08982035928143713,0.09090909090909091,0.09545454545454546,0.09272727272727274,0.6217948717948718,0.05888797589701451
Anthony McFarland,00-0036336,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,3.0,0,0.0,0.0,0.0,-2.059269697696436,0,1,1,11.0,0,0.0,0.0,0.0,11.0,1.0,-1.8559470546315424,0,0.0,0.02564102564102564,0.0,0.038461538461538464,0.0,1.4000000000000001,2.4,2,0.013157894736842105,0.0,0.039711191335740074,0.019736842105263157,0.020793950850661626,0.0,0.03571428571428571,0.03333333333333333,0.010396975425330813,0.016635160680529303,0.14473684210526316,0.015319800842589043
Anthony Miller,00-0034353,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,12,25.0,1,0.0,0.0,76.0,10.0,3.0,-11.383189313637558,0,1.779503105590062,0.5156410256410257,0.4169145271204768,1.0653017074458722,0.0,8.5,14.5,3,0.13333333333333333,0.11411411411411411,0.05813953488372093,0.2912912912912913,0.04826254826254826,0.5,0.10344827586206896,0.12903225806451613,0.27413127413127414,0.13861003861003862,0.2777777777777778,0.10026275757156686
Anthony Schwartz,00-0036999,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,39.0,0,0.0,0.0,4.0,1.1481342581100762,0,10,23,135.0,1,0.0,0.0,396.0,10.0,6.0,-7.83959086597315,0,4.095702606572171,0.817774984906959,1.7493148588991914,2.4511828785898726,0.0,23.400000000000002,33.4,12,0.06371191135734072,0.1312127236580517,0.007473841554559043,0.20053804596245245,0.05125284738041002,0.0625,0.046153846153846156,0.04794520547945205,0.056876423690205014,0.053502277904328016,0.3739612188365651,0.03246311451509437
Antoine Wesley,00-0035126,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,19,32,208.0,3,0.0,0.0,317.0,61.0,9.0,-3.424818518032093,0,5.2942123583424525,0.84448066539279,1.37585606128803,2.2298202409908057,0.0,38.800000000000004,57.800000000000004,8,0.10526315789473684,0.15351089588377723,0.05304347826086957,0.28070345354912707,0.098531501657982,0.375,0.09,0.1111111111111111,0.23676575082899098,0.1538252013263856,0.6842105263157895,0.0801842295100161
Antonio Brown,00-0027793,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6.0,0,0.0,0.0,0.0,0.308483928674832,0,42,62,545.0,4,0.0,0.0,734.0,190.0,29.0,33.95373083089263,0,5.257426073877827,1.6163659903950889,2.13600970526062,3.9197557792750675,0.0,79.10000000000001,121.10000000000001,7,0.20945945945945946,0.2655571635311143,0.18269230769230768,0.5266349200140806,0.23542116630669546,0.2,0.23387096774193547,0.22916666666666666,0.21771058315334774,0.22833693304535638,1.8412162162162162,0.14860719106638853
Antonio Gibson,00-0036328,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,258,1037.0,7,5.0,3.0,65.0,-25.182261975299575,1,42,52,294.0,3,1.0,1.0,-9.0,333.0,12.0,2.246203568065539,0,-23.03095238095238,1.773859809207729,0.01926039109999403,2.674271987581589,0.0,187.10000000000002,229.10000000000002,16,0.10116731517509728,-0.002284843869002285,0.1888825865002836,0.1499230976674441,0.0840240068591026,0.14285714285714285,0.0718562874251497,0.0797872340425532,0.11344057485812273,0.09579063405871066,0.5719844357976653,0.181600558039253
Antony Auclair,00-0033421,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,5,47.0,1,0.0,0.0,22.0,25.0,2.0,5.6944959633401595,0,3.090909090909091,0.13912037037037037,0.08252211775799428,0.2664460379861516,0.0,10.7,15.700000000000001,4,0.03225806451612903,0.017350157728706624,0.03987240829346093,0.06226722295715885,0.03969594594594594,0.14285714285714285,0.041666666666666664,0.05454545454545454,0.0912765444015444,0.06032818532818533,0.3032258064516129,0.04392099815363957
Ashton Dulin,00-0035021,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,32.0,0,0.0,0.0,1.0,0.33870580315124243,0,13,22,173.0,2,0.0,0.0,304.0,50.0,9.0,5.9716478186892346,0,13.876236263736264,0.7210255743373462,1.0433370348762638,1.8118742859194037,0.0,32.5,45.5,14,0.05069124423963134,0.09004739336492891,0.036231884057971016,0.14807478105139016,0.05679579776756402,0.08695652173913043,0.06474820143884892,0.06790123456790123,0.07187615975334723,0.0628279425618773,0.3986175115207373,0.03692162877128065
Auden Tate,00-0034686,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,39.0,1,0.0,0.0,45.0,21.0,3.0,0.003112844016868621,0,3.55,0.14831534120327222,0.1813689809630459,0.3494312984790405,0.0,9.9,12.9,4,0.03389830508474576,0.04907306434023991,0.03917910447761194,0.09010590909931057,0.03614457831325301,0.09090909090909091,0.06666666666666667,0.07142857142857142,0.06352683461117196,0.047097480832420595,0.3305084745762712,0.032579048388726134
Austin Ekeler,00-0033699,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,206,911.0,12,0.0,0.0,53.0,-1.0015907277993392,1,70,94,647.0,8,4.0,3.0,171.0,627.0,31.0,-1.7168062682961875,1,-54.61257007882979,2.4079077007237166,0.6087022723450394,4.037953141727103,0.0,273.8,343.8,16,0.14710485133020346,0.035425730267246734,0.28461189287335453,0.24899786120910258,0.13830696879008123,0.21621621621621623,0.1308016877637131,0.14233576642335766,0.1772615925031487,0.15388881827530823,1.0125195618153364,0.20159256957230476
Austin Hooper,00-0032392,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,38,61,345.0,3,0.0,0.0,328.0,185.0,18.0,18.968503306744225,1,27.83918679113193,2.074132467761806,1.2900549286565128,4.014237151702267,0.0,54.5,92.5,15,0.13090128755364808,0.08255726151522778,0.11731135066582118,0.26239774054265436,0.10467233009708737,0.16666666666666666,0.1125,0.11797752808988764,0.13566949838187703,0.11707119741100325,0.740343347639485,0.07587938049612811
